order_Id,Order_number,User_id,Total_amount,Discount_amount,Gross_amount,Shipping_amount,Net_amount,Order_date,Delivery_date,Status,Payment_status,Payment_type,Payment_transaction_id
900,fea9151e-2ebe-4502-b10c-e3370c548886,966,1793.63,1203.61,10306.44,428.08,4393.16,24-08-2024,04-06-2024,shipping,not paid,netbanking,dc9b9845-811f-45ae-8493-1eab665e825b
901,b9379866-5027-4d6b-b4f7-f9156ac5c128,7,3837.64,1913.2,6521.58,355.11,2636.14,03-05-2024,26-04-2024,shipping,not paid,cod,ebd46dc3-d7d6-41c6-bac1-eb35ec57239e
902,21eaab17-718d-477f-ac5c-3149fc2f64cf,230,4831.39,1588.08,3168.66,352.99,2757.94,17-03-2024,09-07-2024,placed,paid,cod,99018acf-8f56-4fab-b61d-36005b7bd46c
903,d482db5a-43c6-450f-b672-4ba394f17ad4,521,1915.87,1294.44,10581.64,334.92,1295.35,16-01-2024,21-05-2024,placed,not paid,upi,c73fa490-569c-424d-b6ad-23b307c79643
904,0a827c93-6b42-4f98-9063-d61de6f66852,368,3589.94,686.68,3963.32,398.23,10164.42,02-02-2024,23-08-2024,shipping,not paid,netbanking,0cd245da-4c58-47d1-82de-216b986b96cb
905,c13270f0-cc77-401b-855a-92df8770f8f2,359,7804.76,174.15,6227.12,254.87,4644.47,21-03-2024,16-02-2024,shipping,not paid,netbanking,4f68b34f-6b97-4509-a748-a2ae60c45684
906,e2bd4fa4-f1d5-4c54-b362-ea38df40d181,599,2035.39,1966.55,11976.12,326.32,1515.02,14-01-2024,02-02-2024,shipping,not paid,netbanking,cbda5552-eb61-47cc-8283-8ac0f04ff827
907,265bb2ca-75df-49e8-9d07-877fbc647634,187,9472.4,559.95,10690.93,355.17,9002.03,24-02-2024,20-06-2024,placed,paid,upi,6f840631-2597-4f02-9ef9-c2b105916806
908,8cd67b24-7840-4d9d-9e78-03a129e342cd,360,9532.87,1894.91,9228.29,351.49,4167.88,09-04-2024,30-03-2024,delivered,paid,upi,ecf17329-63cf-4ea6-b80b-80125983fd0e
909,32bbe490-63c4-44ff-8413-df8fa76524a2,125,4562.08,523.03,6282.51,109.8,2021.83,13-08-2024,09-09-2024,processing,paid,cod,2ea2c289-7495-45bc-a2bc-e34d48ce547d
910,e3262e31-ba6a-47e4-b32a-c5b318c6a402,968,5170.42,534.29,2909.11,490.89,9148.96,08-01-2024,07-03-2024,delivered,paid,upi,818a07b6-b8d3-4159-802a-9b8721945d28
911,f6763d7d-929b-4c61-873f-7bcd3ef1e246,431,2349.98,488,1788.2,89.62,2042.87,20-05-2024,26-08-2024,shipping,not paid,cod,ed889717-524d-4f8a-8d01-9e407fa9fea0
912,f9f306f7-bd55-4077-96e5-eaa1dadcdb2f,807,8102.62,166.31,5355.91,56.42,7062.24,09-07-2024,26-02-2024,delivered,paid,netbanking,5f656cf3-b5c5-426e-a4d8-89ac76196ca9
913,b05b41b2-ef50-4fac-9e96-3c5ad52d6124,745,7485.74,1750.56,11378.04,233.16,8255.18,08-04-2024,06-10-2024,processing,not paid,netbanking,28032484-a35a-4f30-8728-3cb88a48c442
914,f101f8f7-8053-4d00-9c6d-e8f5a0dba674,259,9082.9,1231.07,4324.38,419.43,3595.91,06-02-2024,01-10-2024,placed,paid,upi,85441cf1-6302-49aa-b4fd-cbaa551dfb40
915,98dd95b5-e48d-4fea-9835-89f00c249907,708,1027.25,911.38,10732.08,277.91,8636.1,02-01-2024,12-02-2024,placed,not paid,netbanking,441d2d98-8d53-4437-9097-55dc076d0daa
916,2e5f71ad-9a1e-47a1-b842-88b11c695fa2,516,6235.48,1307.51,3872.61,356.03,8125.19,10-08-2024,08-08-2024,placed,paid,cod,338ff00e-f920-4630-8998-cdbdd3fd5361
917,ab09e444-7457-4c7b-a5f5-b7c85d89d38c,29,4709.88,416.55,11927.67,211.62,4775.92,13-07-2024,12-01-2024,processing,paid,netbanking,b7aecadf-5192-410e-95f6-351d9676766b
918,6bb27875-2f98-4e5d-8df0-7045e6668917,412,4721.57,1346.66,9719.77,94.96,6164.06,08-01-2024,25-03-2024,delivered,not paid,cod,5057cbd3-e8a4-4485-b78d-476377619ccc
919,42b36710-af18-4b0f-9885-0d4f5692d2fb,932,1487.94,1163.38,8301.91,401.25,9647.53,31-01-2024,30-09-2024,delivered,not paid,cod,f8116ca6-9c75-41fd-8387-42eb53616d0c
920,42558d9c-ac61-4251-85df-a967e3f42358,576,3158.38,1317.65,6608.63,343.39,4071.71,09-08-2024,23-02-2024,processing,not paid,upi,bf2bbc8d-8699-4200-8db4-1c1284100e8b
921,279b3cc9-6f94-4e90-980b-fb09eefef443,727,7656.97,18.63,3765.45,328.33,9358.52,30-07-2024,20-02-2024,shipping,paid,cod,c0c29255-5ea3-4a79-8500-2c8df4cd206f
922,bda09e7d-2ec7-4c37-ae38-4da64cf58cad,119,3254.74,1871.39,973.11,259.71,5397.69,07-09-2024,07-04-2024,placed,not paid,upi,10343d95-121e-49c8-be88-37fa9be6fc29
923,8a02c563-2493-470b-9283-be95c082f586,591,6815.83,533.01,5640.5,91.6,8985.05,19-04-2024,20-03-2024,shipping,paid,cod,ecbd086b-85c6-484c-bc4c-cfdadc381268
924,274100f9-e90c-44fc-a91b-09ce9e464753,708,4545.74,108.62,4077.1,310.01,3408.12,28-03-2024,09-02-2024,shipping,paid,cod,72f8fe5c-71f4-4ca3-aa56-71063eb834dc
925,eb66c2a4-a4f4-47a2-b15f-2dbc9fb11d0b,329,6380.78,1652.11,5775.89,57.57,544.94,13-02-2024,03-02-2024,delivered,not paid,upi,07ff5978-9ff2-4543-9dc5-2bd7613ae4e2
926,b0267a8a-2c40-404a-9cb0-51859c99a0a2,534,1260.15,1903.27,8880.86,257.62,10727.1,25-06-2024,06-03-2024,processing,paid,upi,8748f969-40b2-42f6-931c-f6ea6b93c3f9
927,b77f33b8-c3ff-4b4e-b943-796885a4bd06,297,4528.99,947.38,9611.23,365.01,3117.12,01-04-2024,08-06-2024,shipping,not paid,cod,cd96bd38-ea5d-4dbc-a299-a62b51ad41d8
928,041bbc87-6e14-4884-9ab9-121434e74bc0,773,4690.73,1581.71,595.15,317.36,10132.44,15-04-2024,14-09-2024,placed,paid,cod,1925d511-f761-47a1-87fc-e49a670baac0
929,51f07223-9631-49d3-bc84-15bbc6880fdb,447,2714,589.07,10544.54,306.85,2249.25,01-05-2024,27-01-2024,delivered,paid,netbanking,62866bc7-b2fa-4d21-86eb-304b5a2203b0
930,6592282b-7294-4a4e-bd17-8e555f2a7221,917,7495.09,1681.55,1983.46,473.72,2333.27,21-06-2024,20-03-2024,shipping,paid,cod,8e93291a-d3c0-42f8-8827-b8308a317219
931,34a71f32-2b05-47f7-bc3d-321f50df0e1c,613,1948.54,355.57,2117.28,53.65,8280.99,22-07-2024,10-03-2024,placed,not paid,cod,18c888f7-f1dc-4acd-8473-65a071ad96ab
932,84e19a81-816f-427d-aa11-8b59d4d5bf8d,956,5693.61,753.33,9633.06,338.6,1045.14,03-09-2024,07-09-2024,shipping,not paid,upi,87f28d88-0c60-41ac-9137-8f7982cf0904
933,dc5cd4e4-d23f-468c-9299-5e56f4edafcc,296,6955.76,424.54,7198.76,468.16,9989.72,02-01-2024,28-09-2024,delivered,not paid,cod,17e862de-5afc-4033-a7dd-55dd6f1665da
934,00ff4ec7-7584-491c-919b-04aff98646f9,362,7439.09,423.54,3675.66,268.18,3027.76,01-02-2024,04-06-2024,processing,paid,upi,4b03a0ee-d296-40ce-936c-eabe86fed9b6
935,2ddb9751-4bc4-4998-b200-29313882a1c7,90,9798.21,723.19,9783.09,373.75,1349.38,02-04-2024,22-07-2024,placed,paid,netbanking,51683fcf-565c-4bf8-abba-ad9c03379d52
936,0dfc1ef1-ba79-47eb-9eff-d0f2bdfe34e9,865,6225.01,1265.23,5315.44,467.38,1190,29-05-2024,14-02-2024,processing,not paid,upi,4fcfbdbd-999d-442c-8c4b-587e5ebca607
937,b3902039-26ff-4cce-91d1-cdbea6f6f555,703,3661.34,476.77,2016.1,467.25,3717.2,18-04-2024,02-06-2024,delivered,not paid,upi,c8b5a5c4-689f-46c7-92ca-357c097abd30
938,45bef78a-5968-4660-9345-26fccfbd1ecd,849,2841.89,98.11,1604.09,373.46,4676.84,22-08-2024,07-03-2024,placed,paid,netbanking,512d7ccd-216c-48de-ad19-860b995c6121
939,abf2c3c0-6d67-4b58-a6f1-1cf1a9111910,430,1146.3,210.1,1413.92,230.02,961.94,27-07-2024,22-02-2024,delivered,paid,upi,e4e9b4ad-f816-44e0-bc3b-1b9dc738dba9
940,05679cd0-e5e6-494f-a303-30c051b22132,842,7847.9,705.22,8954.5,125.37,4358.56,23-04-2024,29-04-2024,placed,paid,cod,95648a1f-8b7f-4177-835d-312365066e73
941,be2f4ccc-98a8-4aaa-8118-595abffebc9e,85,9438.68,1138.45,1647.01,371.92,9194.69,21-03-2024,21-01-2024,delivered,paid,netbanking,d3963a72-24e6-45c4-a344-b3c0215ea187
942,3921c5fe-a67f-461a-ba74-dd3ea88fe3de,459,4240.3,1018.11,9462.95,296.69,7168.11,10-06-2024,05-04-2024,shipping,paid,cod,1f5cb4f1-69d1-4680-8c56-c138076bf7d8
943,e7c3f594-739b-40ff-9268-02c9314751b5,513,3922.07,558.18,2381.63,391.53,9702.07,24-03-2024,14-05-2024,placed,not paid,netbanking,bc12aea4-1ff3-49c1-8637-c9432d64b990
944,f66b1c45-ee65-462c-bf3e-c0e4cb8d6536,211,1608.52,982.94,3917.88,133.73,10248.52,22-08-2024,13-02-2024,processing,not paid,upi,ec4d29cd-4a19-4e0c-a7e0-453683c21d5f
945,59d33537-e716-439f-b356-5929dbd7ac67,705,795.48,1832.13,11147.56,214.57,10496.52,06-07-2024,17-08-2024,delivered,paid,cod,40aa4ab6-3d82-44b1-a0f9-054a12d932f6
946,385e28b5-8cf1-409b-bec7-ed744a8253d8,976,1563.18,1950.42,9669.58,334.83,6799.07,13-03-2024,10-01-2024,shipping,paid,upi,b894d90a-5c2d-4a05-a8f7-6b1afe384fac
947,be51fea9-841f-4315-8b30-9a7f27e2ea63,854,4074.44,22.61,11783.51,137.02,10997.05,01-01-2024,23-01-2024,placed,not paid,upi,07eb30bd-81b9-41a8-a6c9-cf18b39a58aa
948,29b398b1-b4ba-4cfc-9a83-3e4617da5778,702,5321.88,1890.28,8879.11,476.32,1202,22-03-2024,24-01-2024,shipping,not paid,upi,88d5c344-b85c-4e66-b9d9-cfe8ce2341ff
949,0ffe203f-aaca-4feb-b111-451790170b2c,894,1290.24,1470.79,8266.67,236.35,1440.59,16-02-2024,02-08-2024,processing,paid,cod,41baf73c-ed82-403a-a941-fb4758908140
950,dbb55ba8-4ee9-4ef8-94e9-8e633c2cc3df,749,3747.98,1727.87,6478.16,461.87,643.79,23-09-2024,12-06-2024,delivered,not paid,upi,45efb51a-1b3f-44a4-a882-5ad1eda67c14
951,e12937f4-4544-4012-b0f7-59c60fc7fc94,891,3554.78,1788.88,6971.12,453.04,1886.03,26-06-2024,10-05-2024,shipping,not paid,cod,54e61518-6d00-48a4-bc58-1c87a93ddde5
952,c02beeac-6cc3-426e-addb-a4c2f336f636,936,2326.56,1944.15,2336.49,440.02,8375.78,11-05-2024,10-07-2024,delivered,paid,netbanking,50350dbb-620c-41ca-b44f-76df3ac08bd8
953,aec54377-b33c-48a1-ae7f-7b637a37d948,710,6056.8,1237.57,970.86,124.24,3283.21,22-05-2024,17-09-2024,delivered,not paid,netbanking,e851f8f4-b291-47b9-9a0c-cbe9620d7842
954,a946f0b5-b56c-41de-8138-28d44799df16,819,5760.49,467.01,3941.76,161.36,7782.17,20-08-2024,28-02-2024,delivered,paid,netbanking,af6ffac0-1d5b-44cd-972d-ff70746bab28
955,f9b760e1-deac-4ff5-9a3c-4d02076851cd,61,7007.64,399.07,1733.4,441.27,10447.61,28-07-2024,07-08-2024,delivered,paid,cod,736ca9fe-170c-4f06-8fcd-7c373cea8ed4
956,522b8e51-235a-4c42-8abb-dae36529b151,148,5432.85,704.95,2329.35,497.42,6949.97,02-05-2024,25-03-2024,processing,not paid,cod,485a4943-1202-47b4-9197-efa7b0d0f9d8
957,31f86f9c-a791-4dac-9a05-3f934cd66b93,467,8038.81,1464.98,11118.05,96.54,2455.99,03-04-2024,07-05-2024,processing,paid,netbanking,350706d1-8cb1-4d2c-84d8-92a7f91414bb
958,c4506f06-7def-492f-99b2-d37284eb49cb,946,1922.92,616.52,9974.44,289.77,1395.79,01-02-2024,19-05-2024,placed,paid,cod,53dc6544-f087-4283-bc56-501e36e0a547
959,2b59fc4b-c898-413c-835d-1d5622b0d333,627,9769.31,1080.18,11560.61,323.02,8810.01,20-06-2024,06-10-2024,processing,paid,upi,4aaa80d1-0d6b-4552-8a87-5b438859f76a
960,83d337b1-72b6-49eb-8199-fd2c5a763731,17,3362.69,1200.3,7279.57,482.23,6926.68,11-03-2024,24-07-2024,processing,not paid,netbanking,65e425f7-5dd3-4d24-9ec8-eca2fa5c317d
961,3017196b-7356-455a-ad79-73801273c919,338,3638.46,706.29,10044,469.19,4686.37,23-07-2024,26-07-2024,delivered,not paid,cod,33b07003-f1bf-481b-b2bd-48d835133102
962,9369b8ac-50a6-490e-9483-b33727cf5b61,912,2875.18,1654.01,1783.09,407.51,5393.04,25-03-2024,27-01-2024,placed,paid,cod,379fea1d-e4cc-4d83-9cc1-30963aa2ca9f
963,85614b85-ffd4-4307-b222-4150445e1685,774,1072.87,542.14,2435.04,296.07,619.24,24-02-2024,15-09-2024,delivered,not paid,cod,070cc533-afa0-4330-ae9f-7a5b380edcd3
964,440fc13e-cb0e-4d72-b222-124737e4bc59,935,8493.3,1673.53,9966.29,389.07,10550.63,21-05-2024,29-09-2024,shipping,paid,netbanking,c5554f97-380b-4fb6-b2e1-2b9b50c8a2c5
965,2727b2c1-07c6-40d8-b12b-ec4f7cc9c60e,687,3868.97,144.55,546.33,52.39,8190.06,23-06-2024,23-07-2024,processing,not paid,upi,3fd371ae-ec46-4211-9f2c-1e106a2e084f
966,fe32df9c-ff7d-4045-bd02-6e6fb6a1cb85,645,9248.41,1298.59,2674.23,491.71,1964.73,07-05-2024,13-04-2024,placed,not paid,upi,78e04aba-8414-4362-bc10-e676737ef9e0
967,f3f6a837-15ce-4138-9577-0bfc604fe181,490,2081.54,211,11531.26,129.97,3174.97,31-08-2024,05-02-2024,placed,not paid,upi,0388cd27-2ea1-4395-a819-dbc69910a641
968,ac55b7e1-07e3-4314-b726-00842939c2c4,904,7294.94,935.88,7894.61,379.11,4950.24,05-07-2024,21-09-2024,shipping,not paid,netbanking,51cd9e56-eb2e-40d7-9a48-43fd3ce74ea0
969,5412984e-8b5a-4fc1-a7c5-8bf433f9577f,941,1686.1,1393.73,4833.44,392.19,6704.02,29-09-2024,26-05-2024,placed,paid,netbanking,24391d46-a5ef-4284-a7fa-bfadb49aafd7
970,2882cafc-d81a-4093-a9e2-52ddbd70736a,934,583.06,839.01,4001.78,442.26,9606.41,29-05-2024,28-01-2024,shipping,paid,cod,93a8cc68-cce1-4133-b826-0a6a9a6012cc
971,b6c4fc07-b090-433b-8211-68c41d722666,442,6704.2,1595.38,10669.5,192.65,7716.74,05-03-2024,21-08-2024,placed,paid,netbanking,465208f2-cc02-4de1-94ba-b1aafe84380d
972,20d273ff-60b6-4abf-a6c3-7ef3ff66c782,824,6203.62,191.46,11492.39,208.73,10599.1,20-08-2024,09-08-2024,shipping,paid,netbanking,8199f4ee-11d6-4eec-832f-2528aaecaa1d
973,3be138ba-235d-48ea-8e85-bbbbe827ea7b,507,9194.55,1782.53,7824.37,285.28,7360.06,24-09-2024,24-08-2024,shipping,not paid,netbanking,ddde2191-4874-4741-84a9-0760d8c2e2a9
974,9997ec14-140e-48c7-b672-25ce0f3a00be,385,7689.47,662.28,6127.74,240.84,6112.52,15-04-2024,30-07-2024,processing,paid,upi,e29ff5c9-c276-485a-ab9e-bb5ffa8d9df8
975,ec5d8165-010d-4604-87df-d72d3174d6bb,966,2699.79,1320.4,3177.42,454.37,2261.39,11-01-2024,30-08-2024,delivered,not paid,upi,b74f386d-ff3f-4a1d-8965-1e9e530f9b36
976,5fe5af1a-610e-4f41-ad79-9bcb9b9937a2,763,7444.59,360.93,3186.63,99.44,8759.21,05-07-2024,18-08-2024,delivered,paid,cod,4846dfc6-09b9-4ce6-844a-21afc0318732
977,bc6c8efe-9a1f-46b6-bac8-0944c34d9b8d,349,9470.1,1006.77,8789.41,375.45,9824.1,30-01-2024,22-02-2024,delivered,paid,netbanking,dab57a12-37aa-447d-9577-b73bb351976c
978,8c8c6837-1d0e-44c6-b136-c7af2f050182,672,6552.99,365.95,10861.54,396.36,9153.88,14-06-2024,12-01-2024,placed,not paid,netbanking,0fe412f8-41d8-4380-90fd-ed0a2df82092
979,aafb17a4-902c-403d-afc1-794bc5c666be,774,6748.29,593.07,3631.27,124.66,847.41,05-06-2024,28-05-2024,delivered,not paid,upi,7df281d2-c780-4d37-a937-772f1ed70fd3
980,f40f0a68-03bd-4449-b8ad-cb28e0fe4179,640,6490.23,130.72,3440.47,373.53,1460.12,05-04-2024,02-05-2024,shipping,paid,upi,a498f014-9e23-4689-a939-d10f63d82baf
981,b7c87514-0e00-40a8-9398-c4a933bb7a8b,991,9019.39,503.89,8042.19,479.42,4112.01,22-08-2024,31-07-2024,shipping,not paid,cod,4af95725-ac13-4c61-9fe1-a7cd7f3fcf7a
982,b28e1282-3699-4127-a08d-c0e7ab60d582,71,5162.39,1181.57,9542.03,298.99,10589.84,07-09-2024,15-01-2024,shipping,not paid,netbanking,17d4a0e7-44f0-4f90-a3d1-515ce83b1b82
983,769472a6-42fd-4ce5-a930-45442b3d7c09,528,722.95,1786.42,6442.58,494.24,1075.33,02-07-2024,24-03-2024,shipping,not paid,upi,9c181aad-d4b9-4afa-a184-d5e943f9ac80
984,f187b3c4-64b0-4881-8068-728fd2543fa0,175,3433.36,461.51,2166.89,182.52,5287.04,29-09-2024,09-01-2024,processing,paid,cod,27b12977-c36b-41f2-8b37-8451e0442d4e
985,b7ad051d-5477-4352-9181-e6d4d32b2250,703,9652.47,1829.08,5291.13,402.48,8919.14,22-07-2024,09-01-2024,placed,not paid,upi,a58ae08e-aa04-4448-98df-ec786ac6f7aa
986,04e97c17-b41b-40bc-a511-2902109b3746,581,4186.71,570.83,6513.4,498.65,5556.13,04-04-2024,17-09-2024,shipping,paid,cod,1c0eea05-bc51-4e06-9db0-4dbf7183b5b7
987,3ecbbda2-cfd6-4a30-9af5-6f3e31f13969,355,9165.49,1952.53,2228.17,361.74,7881.46,04-02-2024,04-01-2024,placed,paid,cod,cb92e294-fea8-4fda-a31c-a9a668392d20
988,63692cf6-1d39-4525-bcd0-8c3d85f61e57,81,6710.96,1561.71,11916.48,58.12,10363.37,09-01-2024,11-04-2024,placed,paid,upi,cdd9a1da-6dd1-462a-acf6-9a04b7539a93
989,2d4c8142-570d-4c1e-b025-bfe12986e158,820,6472.18,709.13,11701.23,125.88,4703.63,27-01-2024,17-04-2024,delivered,not paid,upi,179500a1-af57-4229-af44-e84ef1dc670c
990,44799077-2dcf-48d5-b254-9e5adda1d467,528,9721.46,1722.06,11285.35,311.91,1040.46,04-06-2024,05-08-2024,delivered,not paid,cod,c8304028-6e03-4d2f-adf7-f94ab00fe5f1
991,81758b0d-8401-4c39-8344-29986bc71cb4,488,9185.39,1639.84,1524.25,127.36,5082.32,17-09-2024,23-09-2024,shipping,paid,netbanking,d8da1cce-2862-4c91-9c8e-1f82472383d7
992,f5114485-5800-4625-8fbe-acc00c69476f,736,8132.42,1518.7,8163.51,278.46,8816.6,05-08-2024,16-06-2024,shipping,not paid,netbanking,f55bb568-3198-4a23-a9e8-3b0509197c77
993,40cfc5c7-a3f3-4376-b36d-f2e52a527023,569,8695.55,183.59,4785.54,122.38,8538.75,11-04-2024,04-01-2024,processing,paid,cod,a3a114d9-dbbf-4e38-bf73-2150faf61ee6
994,4cbc0b72-1295-49dc-b46a-9212be9f21e2,737,2076.49,1011.18,7019.98,381.39,510.91,12-09-2024,07-08-2024,delivered,paid,upi,079496df-3798-4bea-96ea-6cf8a31d2ef4
995,4546ff99-937a-4ee6-8a0b-118bf0bf5f81,435,2961.57,1923.34,1194.82,83.48,3682.85,21-08-2024,17-07-2024,placed,paid,cod,fd5a1002-fe47-4000-9bf4-c1370297af6c
996,f65fb53f-35a0-4bcf-b21c-841df29ac968,398,7034.95,747.55,1178.92,425.21,1334.99,17-07-2024,05-07-2024,placed,not paid,netbanking,47165f8b-5956-4cfb-9ad6-5bda0d551527
997,4c37f927-0161-49bf-887e-13c6ea5282a3,244,3184.92,1573.44,1048.28,335.76,4109.68,05-06-2024,20-02-2024,processing,paid,upi,3a9cf093-8fe7-48bc-9d88-a0a6d429cb6b
998,39dc5fed-c8c8-41f7-8f5f-5643e4f51d05,459,4276.81,836.04,8118.45,94.39,10766.76,01-10-2024,01-06-2024,shipping,not paid,upi,5c1addf9-d4a6-47f8-b7fa-7f92b9438931
999,03db1140-872a-45af-97ba-3e3389aaebf1,362,4675.29,479.48,5950.03,214.79,5036.01,15-03-2024,26-01-2024,delivered,not paid,upi,5666c99e-ce2a-4630-bfd0-b72c9840a499
1000,85b81f01-b112-42dd-bc30-da0b93b62d11,115,3822.41,1757.61,938.46,244.1,4517.23,19-03-2024,03-06-2024,shipping,not paid,upi,36829641-5a7f-4c6e-80af-23cf008b1443
1001,657da72e-834b-4cea-8968-c0188a70d6a2,753,6302.48,52.6,993.33,384.79,8840.4,18-03-2024,01-06-2024,processing,paid,cod,710fd85e-b9c4-467c-8d8c-526c964b3308
1002,49e3308e-ca24-4130-a2c9-45cb8e6682e9,829,9821.3,258.36,8950.03,314.26,4232.39,15-09-2024,11-09-2024,delivered,not paid,cod,40bee121-864c-4feb-9edf-75a2a01c1018
1003,6a4772dc-203c-4f55-ba20-f82d474cca1a,378,8781.38,1229.53,8594.32,470.11,8839.28,25-09-2024,22-03-2024,delivered,paid,netbanking,57b35ac4-2163-4176-a992-872bca573608
1004,bbbf25e8-1fc9-4c15-88c7-8a3fcf8f5518,790,7062.25,410.49,4672.82,485.64,8095.38,16-07-2024,10-03-2024,processing,not paid,upi,6d20e607-2e13-4215-90d5-a82609c0a79b
1005,7d1dd10c-3f0e-4afb-b3a0-62037334a442,384,3466.4,1221.35,2646.7,221.08,10865.76,25-03-2024,27-09-2024,shipping,paid,netbanking,e3df4bf3-27a6-459d-80df-d5bee2581607
1006,3a604d37-40db-4b6e-bb2c-77baf9bf2ada,522,6376.35,40.97,1373.72,231.68,4107.23,14-07-2024,01-05-2024,placed,paid,upi,ab35bb60-84ba-4b60-919f-4ed049c46b73
1007,936f9a76-2394-4f81-99f5-c4a0e6abfa2b,939,9019.31,72.15,2707.34,400.13,8521.9,23-07-2024,14-05-2024,processing,paid,netbanking,541fabe4-8a6b-48a6-b69c-c11ce5a85543
1008,8d3326c0-20af-4640-8ec8-06967d519a9c,309,4090.1,1992.54,4585.76,387.92,10550.67,02-05-2024,26-02-2024,processing,not paid,upi,26e9cc56-eb95-4851-998f-297300e11d47
1009,d0bea4af-565c-4d47-942e-ec927fe56c38,768,8452.09,962.3,9486,79.44,8618.82,16-07-2024,09-08-2024,processing,paid,netbanking,17ecffc1-d348-4980-b042-77f98bfcf973
1010,7a3b2e30-cdc9-4439-8821-9db32dad1d53,449,6642.87,393.65,4211.58,442.89,3059.8,04-03-2024,28-02-2024,processing,not paid,netbanking,5b0ea8a2-9a41-46aa-af56-5c5c6a4aa037
1011,3d57b65a-6806-469c-8e92-0e3ad7c7ce2f,763,8887.17,835.52,7704.84,89.7,5234.2,25-06-2024,08-06-2024,shipping,paid,cod,7bcf2be3-7095-4a61-8704-ce74df666838
1012,1cc55aa1-5be1-4b6f-87d4-0e2767679809,72,4980.23,1731.05,2591.54,97.18,6769.79,25-03-2024,15-04-2024,processing,not paid,upi,4f0635ad-5a49-4dfa-a352-4f65b07405f5
1013,56687ae2-3324-4940-9820-cee2ae0151ba,667,6719.73,1560.89,4622.26,422.75,7799.24,14-04-2024,31-03-2024,delivered,not paid,cod,1e3cdee8-a4b5-4bcc-b3d0-d5e3471f891e
1014,a2e590a4-b8d4-494d-94b9-d84a6fdb584e,481,4746.57,140.86,10323.85,213.05,1151.15,03-05-2024,18-04-2024,shipping,paid,upi,d845ca68-e2b5-4805-be12-4c26f986968e
1015,af606f38-da3a-4cb6-a47d-9a4ebdcad8d2,178,6256.7,35.33,4137.87,490.78,5954.46,03-01-2024,30-09-2024,placed,paid,netbanking,3f5fde47-d562-423b-8e53-805b84c2710f
1016,c1b54734-c1c0-4e74-9325-06114a342a46,265,1997.32,209.31,3960.85,58.65,9712.61,06-07-2024,09-04-2024,delivered,paid,netbanking,3cf5dbcb-34df-4f66-bf8b-8948b1dacbff
1017,6c9fb781-79ea-40f3-a15b-ff0fa2c9e812,322,6960.7,1442.94,11503.6,114.98,5034.12,28-07-2024,13-09-2024,placed,paid,upi,71f88c70-dc4c-43d1-8d4b-2425e0fc7ba2
1018,87089168-2e74-45a7-9408-c809258340aa,509,2954.69,132.25,6233.99,162.87,1534.12,17-08-2024,03-07-2024,delivered,not paid,upi,f3692947-1c84-4682-8f45-c1e687f536fd
1019,f12127d9-8df7-47b6-bbc4-1849904d28de,646,3736.34,460.76,9551.48,264.87,737.74,14-07-2024,08-05-2024,processing,not paid,upi,0ed98ac0-7d1a-4bcb-ad41-8ead08332ece
1020,b468ac76-c030-4c24-a4a7-12f83fa18092,178,3042.83,645.26,7814.7,436.09,2590.21,24-04-2024,29-03-2024,shipping,not paid,upi,1969e93c-7dbc-4f18-9883-6d90b743bc7c
1021,74fb11dd-795e-4f75-bd60-383e3af2c773,202,1505.03,16.56,783.39,495.29,7109.22,17-02-2024,28-05-2024,delivered,not paid,cod,bff5bd7f-c84a-4210-9ca6-9cabcd2e285f
1022,831d12ec-1769-4cc8-93ad-5480b2f9f118,754,9034.85,50.3,5629.71,488.12,10616.53,28-03-2024,16-03-2024,processing,not paid,upi,85bd0bc8-71b1-41d2-8486-591c33986c9c
1023,4bf65700-abe2-454b-95f6-0a1c75778d6a,775,1564.74,763.87,8598.04,171.22,7864.14,07-03-2024,11-07-2024,processing,paid,upi,740843ee-8370-48e9-91bc-f70385ace4b2
1024,551c1399-07c5-4f10-81c3-0e4426e60523,809,2976.38,1421.89,7880.15,377.04,2724.66,15-06-2024,22-07-2024,shipping,not paid,upi,d85293fd-d5b2-452b-81a5-06484c8b90fd
1025,2a605db3-ecc6-4523-8468-f93a96b42d3e,12,3658.86,1293.38,11605.91,497.57,3402.86,18-08-2024,25-08-2024,placed,not paid,upi,4d74c091-ee44-4200-ae3b-dfa24224863f
1026,6934f17e-0741-4301-9247-6b1a4f0ab309,830,3833.34,1498.7,11951.08,122.84,8773.02,29-04-2024,11-04-2024,shipping,not paid,upi,899f193f-e5de-4c23-bd29-fe09a677c6c1
1027,13eb2503-70dc-47a4-9ef0-181d7fb7f379,453,6610.41,1481.68,6361.06,486.14,10310.23,16-08-2024,15-01-2024,processing,not paid,cod,47b340b1-3422-4658-82ac-f8004297adaf
1028,a079e2cd-c373-422e-aa49-e6368e1cee69,678,8978.9,685.36,2393.66,70.44,8152.27,24-08-2024,11-02-2024,processing,paid,upi,f6ab255c-aeb9-45e4-a549-f8b5ea1ea5f2
1029,1d7109f9-c8f5-45c3-b4c9-a2e515e1a8a8,572,3538.87,647.31,9093.91,401.99,7791.21,16-01-2024,09-08-2024,processing,paid,upi,45895ec8-4822-4446-a81f-3b900167f927
